Transaction_Type,Age,Income,Transaction_Amount,Transactions_24h,Account_Age_Years,Distance_From_Home_Km,Device_Risk_Score,International_Transaction,Is_Fraud
ATM,18.0,27119.37,1564.7,5.0,4.17,19.92,0.421,No,0
Transfer,31.0,27827.34,9855.55,4.0,3.74,15.04,0.183,No,0
POS,48.0,50831.26,2648.53,4.0,3.09,18.52,0.336,No,0
Online,53.0,52514.89,1045.79,7.0,5.96,21.26,0.325,No,0
Online,27.0,,812.01,3.0,2.64,22.94,0.022,No,0
POS,26.0,92088.9,2020.45,2.0,4.65,19.61,0.124,No,0
Online,42.0,64892.7,7611.89,4.0,1.74,8.81,0.491,Yes,0
Transfer,29.0,33958.97,1097.03,7.0,7.14,62.46,0.038,No,0
POS,33.0,32513.25,4536.57,2.0,5.51,17.84,0.123,No,0
POS,46.0,40615.37,2747.93,4.0,3.6,3.08,0.32,No,0
,30.0,38757.64,18348.06,0.0,4.27,15.68,0.239,No,0
Online,18.0,79196.6,3693.38,2.0,2.92,16.44,0.207,No,0
ATM,22.0,70084.23,1243.67,7.0,5.94,9.77,0.277,No,0
Online,36.0,45715.79,5220.85,7.0,1.23,7.17,0.019,No,0
POS,18.0,61051.64,5399.53,8.0,7.71,21.2,0.045,No,0
Transfer,33.0,65170.14,1680.82,3.0,5.52,20.99,0.124,No,0
ATM,21.0,46195.38,780.59,7.0,3.65,6.36,0.05,No,0
Transfer,54.0,53938.31,4273.04,2.0,6.76,21.41,0.314,No,0
POS,60.0,58794.42,2663.94,4.0,6.17,25.55,0.312,No,0
ATM,24.0,56041.08,548.67,5.0,1.86,5.73,0.349,No,0
POS,39.0,31696.33,3224.61,7.0,8.92,15.18,0.057,No,0
POS,,33171.57,1322.2,1.0,0.1,61.94,0.538,Yes,0
Online,33.0,39519.53,549.19,2.0,8.27,29.74,0.475,No,0
Online,56.0,32742.16,1758.0,4.0,4.51,29.82,0.345,No,0
POS,31.0,23191.07,9017.88,5.0,7.97,30.14,0.174,No,0
Online,33.0,60997.99,8367.48,4.0,9.32,41.7,0.125,No,0
ATM,26.0,52591.06,6443.31,4.0,3.72,10.05,0.215,No,0
ATM,49.0,24629.56,3272.4,2.0,3.86,3.67,0.358,No,0
Transfer,18.0,40376.58,4536.19,8.0,5.94,14.87,0.046,Yes,0
Online,31.0,41418.76,2759.18,2.0,1.6,12.21,0.186,No,0
Transfer,35.0,48839.41,827.99,5.0,4.0,13.33,0.46,No,0
Online,29.0,27654.75,1010.85,2.0,3.75,31.5,0.251,No,0
POS,45.0,24467.97,1362.21,2.0,1.44,10.32,0.232,No,0
ATM,49.0,56856.95,10151.79,5.0,3.59,63.98,0.197,No,0
Online,20.0,22564.54,7337.38,2.0,7.26,2.61,0.225,No,0
Online,59.0,40526.82,849.09,4.0,7.04,44.52,0.415,No,0
Online,20.0,38858.54,2637.11,5.0,4.47,4.49,0.182,No,0
POS,50.0,42571.48,1671.44,3.0,5.19,30.57,0.235,No,0
ATM,38.0,50419.87,2140.82,4.0,4.09,29.34,0.117,No,0
Online,30.0,92390.05,1462.65,4.0,0.1,15.27,0.196,Yes,0
Online,,21908.86,10195.87,3.0,1.95,32.98,0.36,No,0
POS,36.0,66761.34,2453.18,2.0,7.88,9.33,0.133,No,0
Online,38.0,15000.0,3103.24,5.0,8.59,7.89,0.089,No,0
ATM,26.0,84253.7,3128.49,5.0,2.43,31.05,0.327,No,0
Transfer,33.0,17946.07,894.51,1.0,8.36,12.32,0.143,Yes,0
ATM,28.0,134698.65,2786.66,2.0,1.4,59.03,0.193,No,0
Transfer,23.0,37760.63,7232.66,8.0,3.45,31.02,0.037,,0
POS,27.0,80425.79,10902.39,5.0,4.64,24.35,0.178,Yes,0
ATM,23.0,73297.95,793.32,6.0,4.18,13.19,0.101,No,1
Online,31.0,36975.01,547.55,3.0,2.92,6.49,0.347,No,0
Online,41.0,38274.17,2660.26,5.0,5.38,39.1,0.586,No,0
POS,37.0,30874.82,7579.74,2.0,7.33,38.79,0.173,No,0
Online,58.0,64134.28,3581.88,7.0,0.64,10.28,0.079,No,0
Transfer,18.0,37192.3,4936.16,3.0,5.38,5.55,0.496,Yes,0
POS,41.0,31128.38,641.49,6.0,7.89,20.06,0.309,Yes,0
Transfer,36.0,57307.8,1411.01,3.0,3.76,19.09,0.609,No,0
Online,45.0,30052.12,278.09,2.0,3.36,34.68,0.14,No,0
POS,44.0,38807.77,2167.99,7.0,2.45,15.22,0.333,No,0
ATM,34.0,47222.01,287.1,3.0,11.0,54.17,0.095,No,0
,38.0,33702.41,9477.8,3.0,9.48,27.3,0.133,Yes,0
POS,28.0,36070.15,11835.6,4.0,4.12,60.27,0.055,No,1
POS,43.0,89783.83,2877.54,8.0,8.54,5.31,0.282,,0
Transfer,18.0,41048.6,550.86,4.0,3.42,21.63,0.351,No,0
ATM,,38276.28,3640.07,8.0,4.53,51.02,0.14,Yes,0
Online,36.0,41589.85,16045.42,4.0,1.82,5.96,0.353,No,0
POS,31.0,,4022.99,4.0,0.1,36.87,0.222,No,0
POS,33.0,28259.33,8176.59,1.0,3.26,3.53,0.036,No,0
Online,34.0,54538.64,1538.99,6.0,3.72,6.46,0.128,No,0
POS,50.0,50490.32,1046.11,2.0,6.28,5.67,0.149,No,0
Online,72.0,20121.07,2328.98,4.0,6.96,6.96,0.36,No,0
Online,49.0,100894.71,364.07,1.0,4.63,33.31,0.095,Yes,0
POS,30.0,86836.63,24055.88,3.0,2.03,14.99,0.196,No,0
Online,43.0,31387.48,2874.68,3.0,3.03,17.98,0.332,No,0
POS,43.0,27155.25,5948.05,1.0,9.77,9.32,0.249,,0
Online,26.0,49863.32,1575.83,4.0,6.89,19.29,0.382,No,0
ATM,22.0,23689.31,534.3,2.0,9.27,49.57,0.437,No,0
Online,35.0,83145.31,10403.12,2.0,10.33,6.08,0.111,Yes,0
Transfer,45.0,,812.36,3.0,3.03,143.05,0.386,No,0
Online,18.0,93361.18,3543.55,3.0,7.46,16.27,0.278,No,0
POS,28.0,31052.55,3893.76,7.0,2.29,8.69,0.5,No,0
Online,42.0,42784.31,2691.89,6.0,8.1,5.6,0.107,No,0
Online,36.0,79591.57,1140.77,2.0,7.48,25.17,0.218,No,0
POS,52.0,38908.19,2152.56,2.0,0.1,22.63,0.164,No,0
ATM,20.0,50861.37,966.8,5.0,6.21,6.78,0.107,No,0
Transfer,,73578.95,,1.0,2.43,43.45,0.26,No,0
Online,19.0,35038.28,4427.51,6.0,3.98,28.33,0.14,No,0
Online,18.0,25505.14,2447.06,7.0,3.02,41.92,0.143,No,0
ATM,35.0,23341.73,1416.15,5.0,7.72,46.45,0.292,No,0
POS,24.0,58510.56,20565.37,8.0,2.95,5.5,0.455,Yes,0
Online,36.0,53603.41,679.92,3.0,1.16,46.15,0.44,Yes,0
ATM,35.0,72559.79,533.49,1.0,2.58,31.55,0.163,Yes,0
POS,34.0,39779.13,2303.17,2.0,4.36,27.91,0.14,No,0
POS,27.0,23637.41,1931.4,5.0,6.23,15.73,0.256,No,0
POS,41.0,15610.19,7492.28,8.0,8.59,44.3,0.298,No,0
POS,33.0,163570.75,4770.29,2.0,6.54,49.15,0.15,Yes,0
Online,48.0,57041.43,2574.91,3.0,6.75,26.37,0.236,Yes,0
ATM,34.0,47857.07,4123.2,1.0,7.22,28.0,0.415,No,0
Online,25.0,51011.46,4048.95,4.0,7.45,75.32,0.243,No,0
ATM,18.0,23631.01,20488.17,6.0,8.1,0.79,0.198,No,0
ATM,34.0,31467.97,3220.88,2.0,12.52,52.99,0.575,No,0
ATM,22.0,98608.85,1265.18,5.0,7.4,20.07,0.339,Yes,0
Online,21.0,60516.66,3048.93,5.0,5.86,56.19,0.294,Yes,0
Online,42.0,31913.96,182.25,0.0,3.6,9.02,0.085,No,0
POS,18.0,25909.13,2419.7,4.0,5.93,25.83,0.195,No,0
POS,52.0,35680.35,7457.9,3.0,8.46,25.42,0.435,Yes,0
Transfer,38.0,39045.15,4565.26,3.0,1.35,30.0,0.008,No,0
POS,36.0,113157.22,,1.0,8.78,16.38,0.277,No,0
Transfer,25.0,41344.61,4785.21,1.0,3.72,12.75,0.336,No,0
Online,44.0,26347.26,7534.91,,4.3,29.94,0.301,No,0
POS,36.0,43828.81,10397.07,4.0,6.57,32.68,0.196,No,0
Online,28.0,50684.23,3910.82,6.0,3.42,18.44,0.286,No,1
ATM,38.0,25290.19,1822.45,2.0,6.38,28.85,0.389,Yes,0
Online,18.0,53927.31,247.28,0.0,1.54,62.97,0.123,No,0
Online,18.0,77530.75,6648.98,10.0,7.63,21.24,0.309,Yes,1
ATM,24.0,47897.56,4184.94,3.0,5.59,2.18,0.396,No,0
POS,40.0,31436.93,2912.32,3.0,4.99,26.66,0.299,Yes,0
Online,36.0,35469.42,1256.39,6.0,5.82,6.49,0.302,No,0
Online,48.0,21331.53,6562.97,10.0,4.94,24.62,0.12,No,0
POS,26.0,42369.83,1932.96,6.0,6.32,38.8,0.596,No,0
Online,42.0,51754.61,2415.41,5.0,4.38,17.78,0.211,No,0
Online,35.0,,2363.87,7.0,4.13,35.63,0.054,No,0
POS,26.0,107719.17,3920.2,3.0,0.1,36.39,0.422,No,0
Online,40.0,64276.13,792.68,1.0,9.09,46.76,0.044,No,0
POS,35.0,20083.78,4387.86,5.0,1.51,69.73,0.136,No,0
POS,29.0,20270.05,1215.8,1.0,9.85,56.42,0.555,No,0
Online,36.0,,1259.21,3.0,4.27,1.43,0.142,No,0
Online,35.0,91340.65,6058.92,1.0,8.65,12.35,0.243,No,0
Online,34.0,67193.55,924.28,5.0,8.13,8.75,0.231,No,1
Online,31.0,93441.26,6048.03,5.0,7.89,31.79,0.357,No,0
Online,22.0,45207.21,2766.71,2.0,5.14,17.94,0.206,No,0
Transfer,37.0,40951.66,480.95,1.0,1.42,9.99,0.211,No,0
ATM,27.0,25668.98,9784.18,4.0,4.45,12.63,0.068,No,0
,25.0,52668.64,3409.43,5.0,4.06,14.11,0.526,No,0
POS,33.0,41197.88,3707.72,3.0,4.69,35.5,0.482,No,0
POS,44.0,40490.2,6845.1,4.0,1.32,4.05,0.13,No,0
ATM,38.0,93203.51,11195.5,6.0,4.14,10.03,0.097,,0
Online,30.0,42512.87,3056.64,1.0,0.1,0.95,0.32,No,0
Online,30.0,81908.61,4634.73,6.0,4.1,35.13,0.375,No,0
Online,43.0,22021.71,3623.63,6.0,5.38,43.78,0.323,No,0
Online,18.0,150854.08,1774.33,8.0,2.65,28.52,0.334,No,0
Online,45.0,38042.0,513.17,6.0,4.19,31.85,0.142,No,0
Transfer,,61861.33,3099.41,3.0,5.49,23.49,0.168,Yes,0
Transfer,20.0,66452.36,9926.7,3.0,8.04,28.22,0.21,No,0
Online,30.0,35976.0,4480.0,2.0,8.16,2.75,0.272,Yes,0
POS,60.0,65054.54,859.73,0.0,5.92,27.43,0.099,No,0
POS,54.0,66593.96,7491.82,8.0,4.91,9.25,0.12,No,0
POS,44.0,32646.82,1834.59,6.0,6.07,32.06,0.308,No,0
POS,40.0,32821.29,308.59,7.0,10.4,16.7,0.176,No,0
Online,18.0,45926.88,6918.47,5.0,6.5,52.02,0.343,Yes,0
ATM,38.0,42720.98,971.33,3.0,5.78,24.33,0.368,No,0
Transfer,30.0,84231.67,14835.44,4.0,8.22,8.48,0.252,No,0
POS,27.0,61735.75,7877.92,4.0,5.14,5.95,0.132,No,0
POS,38.0,43596.28,1990.71,6.0,2.44,9.42,0.246,No,0
,31.0,59109.85,3957.65,3.0,6.38,19.47,0.218,No,1
Online,46.0,17915.54,28225.03,0.0,5.51,49.51,0.128,No,0
Online,18.0,,6795.75,4.0,4.34,13.69,0.416,No,0
POS,,51222.66,3172.41,7.0,6.63,26.64,0.312,Yes,1
Online,26.0,74334.63,44945.23,7.0,0.1,5.49,0.297,No,0
ATM,31.0,49232.73,2811.93,7.0,3.38,31.4,0.235,No,1
POS,39.0,,4473.21,3.0,2.36,17.4,0.227,No,0
POS,24.0,66502.23,980.27,1.0,2.68,26.36,0.38,Yes,0
,38.0,36122.44,468.4,2.0,4.54,55.15,0.051,No,0
Transfer,34.0,42251.87,90049.49,6.0,2.27,21.5,0.284,No,0
Online,,54079.34,2597.89,5.0,10.03,6.26,0.306,No,0
Online,31.0,36773.46,3474.86,3.0,6.35,22.82,0.39,No,0
Online,34.0,89634.75,604.42,3.0,2.62,22.19,0.078,No,0
POS,28.0,27323.19,4840.24,2.0,0.1,35.66,0.018,No,0
Transfer,36.0,51878.81,,2.0,3.25,21.27,0.529,No,0
Online,33.0,62653.12,4595.26,8.0,4.01,53.49,0.237,No,0
Transfer,29.0,39080.02,6367.57,4.0,3.1,36.84,0.335,No,0
Online,53.0,35311.29,1683.34,2.0,12.63,21.67,0.148,No,0
POS,41.0,43485.43,953.58,2.0,0.1,19.67,0.326,No,0
Online,32.0,64849.02,,3.0,5.15,7.59,0.151,No,0
POS,38.0,35935.69,5984.68,5.0,4.61,14.89,0.272,No,0
POS,25.0,27817.02,2910.33,7.0,4.25,4.2,0.384,No,0
POS,31.0,75522.12,10856.01,4.0,0.1,17.75,0.236,No,0
Online,32.0,53857.73,2717.07,2.0,4.87,3.21,0.128,No,0
ATM,22.0,70824.03,110299.38,4.0,5.54,22.08,0.394,No,0
Transfer,40.0,63330.17,918.13,2.0,7.13,6.95,0.22,No,0
POS,30.0,120014.51,2244.52,1.0,6.45,26.99,0.302,No,0
POS,32.0,74321.47,5408.71,4.0,8.65,20.7,0.006,No,0
ATM,30.0,32486.57,10034.71,4.0,0.1,12.69,0.359,No,0
Online,69.0,55605.55,2559.47,4.0,4.3,5.2,0.201,No,0
Transfer,29.0,35015.56,8409.95,4.0,12.51,19.35,0.104,No,0
Online,18.0,36682.72,2017.83,6.0,8.18,18.17,0.132,No,0
ATM,18.0,23832.19,1144.19,6.0,0.64,67.27,0.14,No,0
Online,44.0,39563.68,677.04,3.0,5.26,14.25,0.096,No,0
Online,51.0,57508.22,1506.89,2.0,1.86,33.93,0.163,No,0
POS,29.0,43682.73,703.02,4.0,3.71,10.78,0.091,Yes,0
POS,50.0,27438.49,18649.18,3.0,11.0,8.16,0.05,No,0
Transfer,44.0,22675.93,3879.04,4.0,7.88,28.82,0.227,No,0
Transfer,34.0,116395.42,2272.03,3.0,0.44,13.54,0.093,No,0
Online,33.0,52090.62,13989.3,6.0,2.7,18.94,0.332,Yes,0
Online,,31057.22,679.79,3.0,5.0,1.4,0.103,No,0
POS,46.0,55393.65,2179.61,3.0,4.21,11.24,0.241,No,0
POS,40.0,120517.65,18466.62,1.0,5.94,12.59,0.212,No,0
POS,29.0,59493.71,2164.63,2.0,2.68,7.33,0.497,No,0
Transfer,34.0,,28878.71,2.0,3.9,14.76,0.257,No,0
ATM,58.0,148441.92,5484.33,3.0,2.64,3.66,0.188,Yes,0
Online,,19579.86,9227.76,,3.9,22.08,0.523,No,0
POS,46.0,,9498.99,3.0,7.11,14.81,0.18,No,0
POS,42.0,27021.44,2504.01,6.0,5.89,13.96,0.303,No,0
POS,39.0,32254.63,,3.0,2.9,29.01,0.014,No,0
Online,37.0,51144.09,2227.43,3.0,8.4,7.63,0.083,Yes,0
POS,46.0,17720.14,931.8,2.0,8.19,54.94,0.049,No,0
POS,44.0,43209.14,2340.41,6.0,5.0,7.41,0.299,No,0
Online,,75412.01,2489.01,6.0,4.23,37.4,0.245,No,0
ATM,28.0,30790.44,13538.34,9.0,10.29,49.27,0.483,No,1
Online,40.0,24071.64,4524.77,5.0,9.82,2.53,0.094,No,0
POS,,42265.67,26546.78,7.0,0.46,10.13,0.237,No,0
POS,,38644.67,288.44,3.0,8.58,5.42,0.064,Yes,0
Transfer,65.0,34425.93,,5.0,10.17,28.31,0.023,No,0
Online,19.0,26361.56,1752.33,3.0,6.97,11.42,0.125,Yes,0
Online,47.0,56843.14,11120.44,0.0,3.6,7.86,0.242,No,1
Online,27.0,58822.89,2240.53,6.0,3.96,16.54,0.164,No,0
POS,37.0,27858.04,576.06,7.0,10.13,19.5,0.307,Yes,0
Online,64.0,29648.11,1956.52,3.0,7.51,44.68,0.525,No,1
ATM,25.0,47850.61,754.8,4.0,6.64,44.78,0.329,Yes,0
Online,28.0,29149.14,620.43,5.0,12.0,9.86,0.255,No,0
Online,36.0,48767.32,,4.0,1.98,4.31,0.064,No,0
POS,27.0,87119.73,1758.89,3.0,4.73,25.46,0.076,Yes,0
ATM,46.0,43804.75,2972.62,4.0,5.57,16.02,0.263,No,0
Transfer,30.0,26063.48,2278.08,2.0,4.37,47.18,0.094,No,0
ATM,43.0,53683.68,1944.09,4.0,0.1,48.25,0.274,No,0
POS,21.0,41542.54,1078.56,3.0,8.01,26.67,0.171,No,0
ATM,,42059.78,1832.45,8.0,2.75,21.49,0.4,No,1
POS,,55732.18,3502.67,1.0,2.69,23.16,0.155,No,0
Online,,61413.48,,4.0,3.92,21.13,0.52,No,0
POS,53.0,45724.69,6447.72,4.0,4.31,22.8,0.079,No,0
ATM,19.0,43787.85,738.76,2.0,4.64,12.73,0.139,No,0
Online,25.0,113892.63,6718.22,2.0,7.89,11.56,0.174,No,0
POS,,77239.56,4021.8,0.0,8.51,13.68,0.134,No,0
POS,30.0,65480.88,1338.53,5.0,4.22,64.41,0.238,No,0
POS,19.0,47736.92,100111.0,4.0,3.21,1.46,0.468,No,0
Online,,28619.21,4430.79,4.0,4.61,11.5,0.078,No,0
POS,25.0,74737.83,2620.44,5.0,2.32,13.49,0.21,No,0
Transfer,34.0,,4041.17,7.0,4.91,25.47,0.273,Yes,1
Online,34.0,34706.83,1054.79,2.0,2.16,10.91,0.292,No,0
POS,44.0,40336.2,18340.7,4.0,11.38,50.32,0.317,Yes,0
Online,41.0,29133.26,363.13,4.0,5.38,42.28,0.445,No,1
Online,27.0,72418.41,4455.51,2.0,3.39,52.2,0.049,No,0
Transfer,32.0,61192.78,3607.64,4.0,7.12,21.78,0.037,No,0
POS,34.0,48832.55,4755.18,2.0,1.3,47.63,0.597,No,0
POS,44.0,44141.88,1231.12,3.0,2.87,9.85,0.29,No,0
Online,23.0,33127.43,8048.52,1.0,6.27,19.29,0.138,No,0
Transfer,58.0,17255.48,2244.11,2.0,5.41,2.72,0.046,Yes,0
Online,28.0,23827.62,763.44,4.0,8.15,28.07,0.435,No,0
ATM,36.0,32216.29,836.51,2.0,0.1,27.7,0.33,,0
Online,23.0,30109.11,2832.04,5.0,7.45,21.98,0.182,Yes,0
Online,,51258.16,506.5,5.0,3.37,15.77,0.351,No,0
POS,26.0,64834.29,,4.0,1.49,34.97,0.331,Yes,1
Online,25.0,42472.84,,2.0,0.1,46.25,0.536,No,0
,31.0,84832.19,15535.61,3.0,3.33,66.46,0.083,No,0
Online,25.0,31637.99,13981.21,9.0,9.77,26.98,0.3,No,0
ATM,44.0,42337.4,1758.36,5.0,7.91,18.32,0.377,No,0
ATM,27.0,43979.26,1048.08,3.0,9.9,12.52,0.211,Yes,0
ATM,26.0,73563.31,171.79,4.0,4.66,29.72,0.284,Yes,0
Online,32.0,47196.12,1665.39,8.0,5.32,9.78,0.385,No,0
,47.0,47787.71,14613.47,,0.26,28.3,0.681,No,0
,38.0,21369.89,1092.47,1.0,0.26,10.09,0.259,Yes,0
Online,35.0,30015.22,2026.62,7.0,4.56,18.94,0.289,No,0
Online,20.0,73688.08,1435.8,3.0,0.87,8.85,0.252,No,1
,23.0,17685.74,3637.46,,2.43,13.45,0.648,No,0
Online,22.0,82352.53,9046.48,6.0,5.13,26.26,0.412,No,1
,50.0,56346.01,536.38,5.0,8.82,38.26,0.227,No,0
ATM,42.0,32145.67,649.54,9.0,5.03,15.22,0.103,No,0
Online,27.0,30945.9,11055.31,2.0,0.92,1.6,0.32,No,0
POS,30.0,105619.43,5203.64,4.0,0.1,3.28,0.153,,0
POS,27.0,84927.26,1928.82,2.0,5.36,3.41,0.157,No,0
Online,26.0,42645.18,13782.14,2.0,3.11,48.62,0.254,No,1
Transfer,41.0,47809.71,638.43,4.0,5.35,92.84,0.388,No,0
Online,33.0,33645.55,6343.97,2.0,4.39,18.02,0.02,No,0
POS,59.0,47813.85,2335.1,2.0,4.79,3.65,0.143,No,0
ATM,50.0,33228.43,4585.2,6.0,8.6,8.08,0.245,No,0
Online,50.0,43437.28,229.73,,8.16,7.24,0.093,No,0
ATM,43.0,101627.15,1926.27,2.0,6.11,47.0,0.294,Yes,0
,31.0,43104.88,5223.08,5.0,2.31,13.81,0.107,No,0
POS,43.0,28079.86,2346.58,3.0,3.35,137.01,0.325,No,0
Online,32.0,24332.07,8772.21,3.0,7.29,7.04,0.331,No,0
POS,54.0,,8483.27,,8.9,7.77,0.522,No,0
ATM,40.0,31952.8,958.61,5.0,1.18,13.75,0.18,No,0
ATM,39.0,50281.33,5698.96,5.0,9.58,12.5,0.115,No,0
Transfer,37.0,21712.46,926.47,4.0,2.66,41.81,0.161,No,0
POS,55.0,61391.72,2638.75,4.0,7.01,20.44,0.498,No,0
ATM,20.0,27926.84,4818.29,2.0,13.4,31.26,0.305,No,0
POS,56.0,45947.35,1084.38,3.0,0.23,24.63,0.31,No,0
Transfer,34.0,38645.33,5491.58,6.0,6.52,24.61,0.034,Yes,0
POS,21.0,97508.3,1508.23,3.0,4.06,16.65,0.347,No,0
Transfer,28.0,48610.16,1398.77,3.0,6.34,44.05,0.386,No,0
Online,18.0,107999.31,5067.98,1.0,3.14,37.67,0.221,,0
POS,43.0,,,1.0,0.1,9.68,0.572,No,0
ATM,25.0,85463.99,1029.89,2.0,2.74,14.05,0.254,Yes,0
Online,38.0,40964.4,7081.22,8.0,6.04,8.72,0.239,No,0
Online,48.0,52569.65,2786.67,6.0,9.05,21.22,0.194,Yes,0
Transfer,29.0,77870.88,584.01,5.0,6.22,26.51,0.28,Yes,0
POS,33.0,,5882.21,1.0,9.42,12.61,0.233,No,0
Online,22.0,57146.0,1664.77,3.0,3.52,14.27,0.199,No,0
Online,32.0,38826.07,614.64,3.0,3.28,9.59,0.481,No,0
,64.0,41896.95,203.72,4.0,6.03,7.94,0.439,No,0
POS,45.0,75084.22,6170.04,3.0,3.87,13.82,0.489,No,0
Transfer,33.0,82460.76,1057.99,3.0,8.37,17.01,0.258,No,0
Transfer,29.0,34462.59,720.68,1.0,0.78,9.46,0.053,No,0
POS,36.0,32200.14,4738.37,4.0,7.59,7.44,0.509,No,0
POS,37.0,29958.18,5596.17,3.0,8.62,77.35,0.078,No,0
Online,31.0,65367.67,1137.9,3.0,6.1,13.08,0.366,No,0
Transfer,42.0,29618.49,6227.23,3.0,7.74,22.7,0.108,No,0
Online,26.0,65012.79,19515.0,3.0,3.05,29.95,0.478,No,0
Online,25.0,57525.2,9611.44,7.0,2.51,24.61,0.253,No,0
Transfer,40.0,35211.44,8226.39,4.0,6.06,32.31,0.2,No,1
Transfer,23.0,90958.12,3422.67,3.0,2.83,21.41,0.088,No,0
Online,44.0,23304.49,1604.12,7.0,5.9,4.49,0.273,No,0
POS,36.0,94959.66,2364.12,6.0,5.9,22.26,0.253,No,0
POS,18.0,51943.74,3884.65,2.0,4.8,15.13,0.119,No,0
Online,37.0,17700.67,710.9,5.0,5.85,9.1,0.335,No,0
Online,18.0,92112.29,1158.25,4.0,6.9,62.62,0.272,No,0
Online,44.0,69697.06,599.62,3.0,4.7,3.22,0.355,Yes,0
POS,33.0,37113.0,3162.86,3.0,3.57,27.47,0.23,No,0
POS,56.0,29152.43,2716.5,1.0,7.47,26.35,0.268,No,0
POS,48.0,22210.88,1301.58,2.0,5.82,52.56,0.298,No,0
Online,24.0,133434.84,,0.0,6.35,24.14,0.077,No,1
Transfer,18.0,29699.81,879.58,9.0,6.75,12.08,0.274,No,0
POS,28.0,25483.92,1254.15,4.0,5.45,2.96,0.321,No,0
Transfer,23.0,50765.96,5456.55,5.0,3.97,3.6,0.413,No,0
Online,56.0,21533.51,6328.77,4.0,3.15,13.28,0.198,No,0
POS,36.0,28932.51,1128.13,5.0,4.73,46.86,0.345,Yes,0
ATM,46.0,70414.46,3152.93,8.0,6.45,4.29,0.507,No,0
Online,33.0,55454.19,1147.38,5.0,6.59,21.81,0.074,No,0
Online,34.0,37818.41,2052.28,1.0,5.43,43.73,0.226,No,0
Online,36.0,45372.24,2886.74,5.0,6.06,59.22,0.219,No,0
Online,48.0,36875.62,4378.28,3.0,1.69,15.99,0.12,Yes,0
POS,39.0,43761.9,3434.43,3.0,3.61,39.64,0.244,,1
Online,24.0,31939.62,3285.28,6.0,7.01,13.21,0.336,No,0
Online,54.0,,850.26,5.0,2.5,28.04,0.148,No,0
POS,33.0,34187.41,3686.09,2.0,5.42,28.64,0.347,No,0
Online,31.0,32460.54,4337.75,3.0,5.15,8.64,0.35,No,0
Online,18.0,71982.46,4978.98,10.0,4.66,1.07,0.442,No,0
POS,43.0,,1217.46,,7.04,21.32,0.215,Yes,0
Online,37.0,29580.02,6245.59,2.0,5.68,35.05,0.578,No,0
Online,37.0,26289.91,669.69,5.0,1.41,41.42,0.078,Yes,0
Online,32.0,41925.24,1624.94,4.0,6.55,25.57,0.256,No,0
Online,30.0,118693.19,1897.94,1.0,3.48,33.46,0.157,Yes,0
POS,32.0,28337.76,707.43,4.0,0.91,10.36,0.396,No,0
Online,41.0,41850.83,1869.33,1.0,7.23,43.84,0.023,No,0
Online,43.0,46832.93,3119.81,5.0,1.44,37.1,0.409,No,0
Transfer,33.0,42852.91,402.73,7.0,3.94,30.18,0.168,No,0
Transfer,46.0,36615.37,1684.73,2.0,5.88,11.12,0.154,No,0
Online,35.0,75675.05,435.13,3.0,4.78,19.94,0.526,No,0
Online,30.0,55211.37,19256.13,4.0,3.13,14.96,0.47,No,0
POS,38.0,65843.12,101641.39,2.0,2.02,15.96,0.116,No,0
ATM,21.0,58667.36,2835.22,5.0,2.72,32.17,0.287,,0
ATM,39.0,67285.13,3153.03,4.0,1.77,30.16,0.122,No,0
Online,19.0,91803.01,4575.94,5.0,4.62,2.26,0.228,No,0
Online,25.0,81910.92,6648.86,2.0,3.36,10.92,0.247,No,0
POS,18.0,128101.67,523.48,3.0,0.86,26.33,0.193,No,0
Transfer,34.0,77825.26,9267.08,4.0,4.13,16.34,0.144,No,0
Transfer,54.0,33295.14,8689.51,4.0,3.07,6.62,0.522,No,0
Online,35.0,65887.77,2339.52,4.0,5.8,40.48,0.246,Yes,0
POS,43.0,61951.9,2220.12,3.0,6.09,137.9,0.263,No,0
Online,62.0,,112.31,7.0,9.03,6.6,0.227,Yes,0
POS,40.0,29120.46,720.58,1.0,6.94,2.51,0.125,Yes,0
Transfer,28.0,57843.46,4200.23,5.0,1.74,56.61,0.226,No,0
,29.0,33121.44,8305.42,5.0,0.1,9.6,0.095,No,0
Online,36.0,56673.56,5181.67,2.0,0.44,33.72,0.372,No,0
POS,29.0,40854.89,2317.7,3.0,3.49,9.41,0.162,No,0
POS,30.0,55836.26,17152.83,1.0,0.18,65.18,0.504,No,0
ATM,47.0,23855.39,6830.97,5.0,3.15,35.85,0.241,No,0
Online,47.0,64303.52,1686.18,6.0,5.1,9.52,0.184,No,0
Transfer,18.0,49372.29,22162.49,2.0,3.31,8.15,0.113,No,0
Online,27.0,48189.89,835.37,13.0,5.84,8.95,0.285,No,0
Online,31.0,108230.72,,5.0,3.17,13.28,0.425,No,0
Online,43.0,37884.61,1640.8,4.0,2.71,41.76,0.211,No,0
Online,49.0,52493.11,1170.76,2.0,10.12,2.94,0.692,No,0
Online,66.0,47076.99,1735.61,2.0,4.9,10.92,0.117,No,0
POS,31.0,49194.42,5553.24,6.0,5.34,36.41,0.046,No,1
,31.0,122299.66,2416.48,6.0,7.53,37.17,0.075,No,0
Online,42.0,46310.82,2479.34,3.0,7.63,44.9,0.485,No,0
Online,28.0,34861.62,2651.45,4.0,3.9,5.04,0.603,No,0
